ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
234824,Haryana,Faridabad,Locality_96,Villa,1,4429,191.16,0.04,2020,Unfurnished,14,23,5,2,7,Low,Yes,Yes,"Pool, Clubhouse",South,Owner,Ready_to_Move
234825,Haryana,Faridabad,Locality_312,Villa,4,1069,224.67,0.21,2022,Semi-furnished,15,24,3,1,8,Low,No,No,"Pool, Playground",West,Broker,Ready_to_Move
234826,Kerala,Kochi,Locality_446,Independent House,3,4194,15.25,0.0,2000,Semi-furnished,23,2,25,10,7,Low,No,No,"Playground, Clubhouse",East,Broker,Ready_to_Move
234827,Uttar Pradesh,Lucknow,Locality_435,Independent House,3,3333,329.99,0.1,2005,Furnished,2,24,20,4,5,Medium,Yes,Yes,"Gym, Pool, Playground",North,Builder,Under_Construction
234828,Rajasthan,Jaipur,Locality_283,Villa,4,4755,98.04,0.02,2007,Furnished,9,16,18,3,2,Low,No,No,"Clubhouse, Garden, Pool, Gym",South,Builder,Ready_to_Move
234829,Delhi,New Delhi,Locality_447,Villa,5,561,403.22,0.72,1997,Furnished,14,25,28,3,8,High,Yes,Yes,"Pool, Playground, Clubhouse, Gym, Garden",West,Broker,Ready_to_Move
234830,Chhattisgarh,Bilaspur,Locality_257,Independent House,4,1675,484.92,0.29,1997,Unfurnished,10,15,28,9,7,Low,Yes,Yes,Gym,West,Broker,Ready_to_Move
234831,Punjab,Ludhiana,Locality_44,Independent House,2,3619,64.3,0.02,2015,Furnished,25,29,10,10,3,Low,Yes,No,"Gym, Clubhouse, Playground, Pool, Garden",North,Broker,Under_Construction
234832,Telangana,Hyderabad,Locality_444,Independent House,4,3197,455.05,0.14,1997,Semi-furnished,0,10,28,1,6,Low,No,Yes,"Gym, Playground, Clubhouse, Garden, Pool",South,Owner,Under_Construction
234833,Tamil Nadu,Coimbatore,Locality_324,Independent House,1,2955,350.29,0.12,2018,Semi-furnished,1,12,7,6,9,High,Yes,Yes,"Garden, Playground, Gym",South,Owner,Under_Construction
234834,Tamil Nadu,Coimbatore,Locality_433,Apartment,5,3065,491.2,0.16,2018,Furnished,12,18,7,7,6,Low,No,No,"Pool, Garden, Playground, Clubhouse",West,Owner,Ready_to_Move
234835,Chhattisgarh,Raipur,Locality_23,Apartment,3,2845,138.93,0.05,2008,Semi-furnished,18,3,17,8,9,High,Yes,Yes,Garden,North,Builder,Under_Construction
234836,Delhi,New Delhi,Locality_282,Apartment,2,3417,147.81,0.04,2004,Furnished,20,20,21,4,3,High,No,No,"Gym, Pool, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
234837,Andhra Pradesh,Vishakhapatnam,Locality_242,Apartment,3,747,150.86,0.2,2005,Furnished,30,8,20,4,6,Medium,Yes,No,"Pool, Garden",East,Broker,Ready_to_Move
234838,Madhya Pradesh,Indore,Locality_75,Villa,2,1179,424.66,0.36,1993,Semi-furnished,1,1,32,3,7,High,No,No,Pool,West,Owner,Ready_to_Move
234839,West Bengal,Kolkata,Locality_99,Apartment,4,1346,387.98,0.29,2013,Furnished,30,28,12,8,10,Medium,No,Yes,"Gym, Pool, Garden",East,Broker,Under_Construction
234840,Haryana,Gurgaon,Locality_487,Villa,3,4885,66.21,0.01,2021,Furnished,20,5,4,1,5,Medium,No,Yes,"Playground, Clubhouse",East,Broker,Ready_to_Move
234841,Kerala,Trivandrum,Locality_291,Villa,3,1304,362.27,0.28,2017,Furnished,27,7,8,9,10,High,Yes,No,"Clubhouse, Pool, Garden, Gym, Playground",North,Broker,Ready_to_Move
234842,Gujarat,Ahmedabad,Locality_20,Independent House,4,2174,84.51,0.04,1992,Semi-furnished,22,5,33,7,5,High,Yes,Yes,"Clubhouse, Garden, Pool, Playground, Gym",North,Broker,Under_Construction
234843,Telangana,Hyderabad,Locality_319,Independent House,2,2656,329.74,0.12,1998,Semi-furnished,20,19,27,7,7,High,Yes,No,"Garden, Clubhouse, Playground, Pool, Gym",North,Owner,Ready_to_Move
234844,Jharkhand,Jamshedpur,Locality_475,Independent House,4,3527,256.36,0.07,2020,Furnished,17,5,5,9,1,Low,No,No,"Garden, Gym, Playground",East,Broker,Ready_to_Move
234845,West Bengal,Durgapur,Locality_359,Apartment,5,2793,73.2,0.03,2013,Semi-furnished,12,26,12,10,9,High,No,Yes,"Pool, Gym, Clubhouse, Garden, Playground",South,Owner,Under_Construction
234846,Haryana,Gurgaon,Locality_123,Independent House,3,679,90.6,0.13,2014,Furnished,17,6,11,6,9,High,Yes,Yes,"Clubhouse, Playground, Gym, Pool",East,Builder,Under_Construction
234847,Telangana,Warangal,Locality_89,Apartment,5,3930,35.03,0.01,1996,Furnished,6,16,29,5,7,Low,No,No,"Playground, Garden, Gym, Clubhouse, Pool",North,Builder,Ready_to_Move
234848,Madhya Pradesh,Indore,Locality_300,Independent House,4,928,443.66,0.48,1994,Unfurnished,8,19,31,6,3,High,No,Yes,"Playground, Clubhouse",East,Broker,Under_Construction
234849,Karnataka,Mangalore,Locality_71,Villa,4,1644,244.27,0.15,2010,Unfurnished,28,22,15,8,9,High,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Builder,Ready_to_Move
234850,Karnataka,Mysore,Locality_57,Apartment,2,2076,447.81,0.22,2010,Semi-furnished,8,15,15,1,2,Medium,No,No,"Gym, Garden, Playground, Clubhouse, Pool",South,Builder,Under_Construction
234851,Chhattisgarh,Bilaspur,Locality_429,Villa,1,3255,184.28,0.06,2015,Furnished,12,1,10,4,6,High,No,No,"Playground, Clubhouse",North,Builder,Ready_to_Move
234852,Gujarat,Surat,Locality_402,Independent House,1,3820,254.15,0.07,2007,Unfurnished,12,29,18,1,5,Low,No,No,"Pool, Garden",East,Broker,Ready_to_Move
234853,Karnataka,Bangalore,Locality_48,Apartment,4,568,499.56,0.88,2001,Semi-furnished,10,20,24,8,10,Medium,No,No,"Playground, Clubhouse",North,Broker,Ready_to_Move
234854,Tamil Nadu,Coimbatore,Locality_213,Independent House,2,2569,491.87,0.19,1994,Unfurnished,23,14,31,1,1,Low,No,Yes,"Gym, Garden, Clubhouse, Pool, Playground",North,Builder,Under_Construction
234855,Odisha,Bhubaneswar,Locality_146,Villa,1,889,143.1,0.16,2007,Furnished,9,21,18,2,2,Medium,No,Yes,Clubhouse,North,Broker,Ready_to_Move
234856,Andhra Pradesh,Vijayawada,Locality_173,Apartment,4,1595,68.05,0.04,2016,Unfurnished,14,3,9,10,4,High,Yes,No,Clubhouse,South,Owner,Under_Construction
234857,Uttar Pradesh,Lucknow,Locality_39,Villa,3,948,34.38,0.04,2015,Furnished,18,25,10,8,6,Low,No,Yes,"Pool, Gym",North,Builder,Under_Construction
234858,Bihar,Patna,Locality_165,Villa,4,4651,498.3,0.11,2013,Furnished,11,26,12,9,1,Medium,Yes,No,"Garden, Playground, Clubhouse, Gym, Pool",South,Owner,Under_Construction
234859,Assam,Guwahati,Locality_170,Villa,4,2801,396.15,0.14,2015,Semi-furnished,10,26,10,3,5,High,Yes,Yes,"Pool, Clubhouse",North,Builder,Ready_to_Move
234860,Odisha,Bhubaneswar,Locality_219,Independent House,5,664,250.67,0.38,1999,Semi-furnished,24,3,26,2,10,Low,Yes,Yes,"Playground, Pool, Garden, Gym",East,Owner,Ready_to_Move
234861,Karnataka,Bangalore,Locality_218,Villa,5,1030,496.41,0.48,1995,Unfurnished,22,20,30,8,3,Low,Yes,Yes,"Playground, Pool, Clubhouse, Gym, Garden",West,Builder,Ready_to_Move
234862,Karnataka,Mangalore,Locality_439,Villa,3,2678,478.68,0.18,2005,Unfurnished,18,28,20,6,4,High,Yes,Yes,"Clubhouse, Pool, Playground",West,Broker,Under_Construction
234863,Uttarakhand,Haridwar,Locality_259,Independent House,3,3595,421.86,0.12,2012,Furnished,15,7,13,9,6,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Playground, Garden",South,Broker,Under_Construction
234864,Haryana,Faridabad,Locality_421,Independent House,4,1647,77.99,0.05,2016,Semi-furnished,18,6,9,3,10,Low,No,No,"Clubhouse, Pool",West,Broker,Under_Construction
234865,Assam,Guwahati,Locality_80,Independent House,2,2731,297.35,0.11,2002,Furnished,16,21,23,2,5,High,No,No,"Garden, Pool",West,Owner,Under_Construction
234866,Uttarakhand,Dehradun,Locality_351,Independent House,2,2233,214.32,0.1,2022,Furnished,9,3,3,4,1,Low,Yes,No,Gym,South,Broker,Ready_to_Move
234867,Jharkhand,Ranchi,Locality_60,Independent House,5,1907,82.13,0.04,1999,Unfurnished,14,28,26,3,8,Medium,Yes,Yes,"Pool, Garden, Playground, Gym, Clubhouse",East,Owner,Ready_to_Move
234868,Maharashtra,Pune,Locality_111,Villa,4,2999,151.09,0.05,2018,Furnished,21,14,7,9,4,High,No,Yes,Pool,West,Owner,Under_Construction
234869,Karnataka,Mysore,Locality_103,Apartment,3,4337,393.97,0.09,2004,Unfurnished,5,20,21,9,1,Low,Yes,No,"Playground, Gym, Garden, Pool",North,Broker,Ready_to_Move
234870,Chhattisgarh,Bilaspur,Locality_462,Villa,2,4338,248.5,0.06,1996,Semi-furnished,29,12,29,6,6,Medium,Yes,Yes,"Pool, Clubhouse",West,Builder,Under_Construction
234871,Assam,Guwahati,Locality_53,Independent House,1,1330,112.5,0.08,1997,Unfurnished,14,15,28,2,6,Medium,Yes,Yes,"Pool, Gym, Playground",East,Owner,Under_Construction
234872,Telangana,Hyderabad,Locality_368,Villa,3,4342,325.5,0.07,2005,Semi-furnished,13,9,20,5,9,Medium,No,No,"Garden, Pool, Playground",South,Broker,Under_Construction
234873,Assam,Silchar,Locality_313,Villa,4,1697,140.08,0.08,2021,Unfurnished,8,26,4,2,3,Low,No,Yes,"Clubhouse, Garden, Playground",North,Broker,Ready_to_Move
234874,Uttar Pradesh,Noida,Locality_56,Independent House,5,592,219.5,0.37,2016,Semi-furnished,10,15,9,8,9,High,Yes,No,"Gym, Pool, Playground, Garden, Clubhouse",North,Broker,Ready_to_Move
234875,Haryana,Faridabad,Locality_47,Apartment,2,4916,262.8,0.05,2000,Unfurnished,19,14,25,1,9,High,No,No,"Clubhouse, Gym",North,Broker,Ready_to_Move
234876,Delhi,New Delhi,Locality_399,Apartment,2,1842,42.61,0.02,2010,Furnished,23,23,15,3,8,High,Yes,No,"Garden, Gym",South,Builder,Ready_to_Move
234877,Chhattisgarh,Raipur,Locality_79,Apartment,1,4320,482.22,0.11,2000,Semi-furnished,14,7,25,2,2,High,Yes,Yes,Gym,North,Broker,Under_Construction
234878,Tamil Nadu,Chennai,Locality_434,Independent House,2,3395,147.39,0.04,2014,Unfurnished,13,1,11,9,5,Medium,No,No,"Clubhouse, Pool, Garden, Playground, Gym",West,Broker,Under_Construction
234879,Uttar Pradesh,Noida,Locality_300,Independent House,2,1180,426.43,0.36,1990,Furnished,12,12,35,9,10,Medium,No,No,"Garden, Clubhouse, Gym, Pool",South,Builder,Under_Construction
234880,Delhi,Dwarka,Locality_261,Villa,3,4961,114.53,0.02,2016,Furnished,5,14,9,2,3,Low,Yes,No,"Pool, Garden, Clubhouse, Gym, Playground",North,Builder,Under_Construction
234881,West Bengal,Kolkata,Locality_339,Villa,1,4885,387.84,0.08,2006,Furnished,3,8,19,3,10,Low,Yes,No,"Gym, Pool, Clubhouse, Playground",North,Owner,Ready_to_Move
234882,Assam,Guwahati,Locality_119,Villa,1,1449,402.25,0.28,2004,Furnished,26,5,21,8,5,Low,No,Yes,"Clubhouse, Garden, Playground, Gym",East,Owner,Under_Construction
234883,Odisha,Bhubaneswar,Locality_170,Independent House,2,2240,393.08,0.18,1991,Semi-furnished,23,1,34,8,1,Low,Yes,No,"Pool, Garden, Clubhouse",East,Owner,Ready_to_Move
234884,Tamil Nadu,Chennai,Locality_451,Villa,4,1239,195.34,0.16,2011,Furnished,14,15,14,9,9,Low,No,No,"Gym, Clubhouse",West,Owner,Ready_to_Move
234885,Jharkhand,Jamshedpur,Locality_448,Apartment,2,2789,47.54,0.02,2017,Furnished,25,15,8,4,2,Medium,Yes,Yes,"Pool, Playground, Gym, Garden",North,Owner,Ready_to_Move
234886,Kerala,Kochi,Locality_389,Independent House,5,1358,77.32,0.06,2000,Semi-furnished,29,14,25,7,10,Medium,No,No,Clubhouse,North,Owner,Ready_to_Move
234887,Chhattisgarh,Raipur,Locality_56,Independent House,5,4204,297.56,0.07,2007,Furnished,16,29,18,3,4,High,Yes,Yes,"Playground, Gym, Clubhouse",West,Builder,Ready_to_Move
234888,Haryana,Gurgaon,Locality_301,Villa,3,1858,355.94,0.19,2000,Unfurnished,21,26,25,1,10,Medium,No,Yes,"Gym, Garden, Pool",North,Broker,Under_Construction
234889,Punjab,Ludhiana,Locality_391,Independent House,1,779,31.56,0.04,1999,Furnished,8,29,26,4,10,Low,Yes,No,"Playground, Gym, Pool, Garden",South,Owner,Ready_to_Move
234890,Delhi,New Delhi,Locality_408,Independent House,1,1075,433.34,0.4,2005,Unfurnished,3,15,20,8,3,Low,No,No,"Playground, Clubhouse",South,Broker,Ready_to_Move
234891,Andhra Pradesh,Vijayawada,Locality_161,Apartment,2,2545,134.4,0.05,2020,Semi-furnished,16,27,5,10,3,High,Yes,No,"Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
234892,Jharkhand,Jamshedpur,Locality_24,Independent House,3,3885,318.38,0.08,2006,Furnished,20,26,19,5,6,High,No,No,"Clubhouse, Playground, Garden, Gym",South,Builder,Ready_to_Move
234893,Haryana,Gurgaon,Locality_100,Independent House,5,660,389.57,0.59,2009,Unfurnished,28,4,16,5,9,Medium,Yes,Yes,"Playground, Pool, Clubhouse, Gym, Garden",South,Builder,Under_Construction
234894,Bihar,Patna,Locality_330,Independent House,2,817,59.7,0.07,2014,Furnished,28,4,11,9,10,High,No,No,"Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
234895,Delhi,New Delhi,Locality_447,Independent House,3,3513,405.56,0.12,2022,Unfurnished,30,7,3,4,4,Medium,Yes,No,Pool,East,Owner,Ready_to_Move
234896,Odisha,Bhubaneswar,Locality_288,Villa,3,3808,327.07,0.09,2023,Semi-furnished,28,23,2,7,6,Low,Yes,Yes,"Clubhouse, Playground, Pool, Garden",West,Builder,Under_Construction
234897,Odisha,Bhubaneswar,Locality_62,Apartment,3,2515,155.01,0.06,1996,Furnished,18,25,29,5,8,Medium,No,Yes,"Clubhouse, Garden",South,Broker,Under_Construction
234898,Maharashtra,Nagpur,Locality_366,Independent House,5,3369,407.19,0.12,2014,Semi-furnished,19,15,11,5,10,Medium,No,Yes,"Gym, Playground, Clubhouse, Pool",East,Broker,Ready_to_Move
234899,Maharashtra,Mumbai,Locality_486,Apartment,3,1640,196.4,0.12,2015,Semi-furnished,14,9,10,4,7,Medium,No,Yes,"Gym, Garden, Pool",North,Builder,Ready_to_Move
234900,Uttar Pradesh,Lucknow,Locality_207,Apartment,4,2610,360.15,0.14,2018,Furnished,16,1,7,4,8,Medium,Yes,No,"Garden, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
234901,Assam,Silchar,Locality_58,Independent House,4,3737,302.14,0.08,1990,Furnished,13,14,35,10,6,Medium,No,Yes,"Playground, Clubhouse, Pool, Gym, Garden",East,Broker,Under_Construction
234902,Tamil Nadu,Coimbatore,Locality_200,Apartment,2,3982,73.51,0.02,2008,Unfurnished,25,25,17,5,9,Medium,No,Yes,"Clubhouse, Playground, Garden",West,Builder,Ready_to_Move
234903,West Bengal,Kolkata,Locality_340,Villa,3,1723,208.27,0.12,2006,Furnished,1,22,19,5,1,Medium,No,No,"Garden, Playground, Pool",West,Builder,Under_Construction
234904,Madhya Pradesh,Bhopal,Locality_205,Independent House,4,4750,230.91,0.05,1994,Semi-furnished,24,5,31,1,8,Low,Yes,Yes,"Garden, Gym",East,Broker,Ready_to_Move
234905,Maharashtra,Nagpur,Locality_297,Villa,3,1445,401.02,0.28,2014,Semi-furnished,10,11,11,10,6,Low,No,Yes,"Garden, Playground",East,Owner,Ready_to_Move
234906,Gujarat,Surat,Locality_422,Villa,3,1401,279.33,0.2,1991,Furnished,28,1,34,5,9,High,Yes,No,"Pool, Clubhouse",South,Builder,Ready_to_Move
234907,Gujarat,Ahmedabad,Locality_295,Apartment,5,1337,497.89,0.37,2005,Furnished,27,30,20,7,2,High,Yes,No,"Playground, Pool, Clubhouse",South,Broker,Ready_to_Move
234908,Odisha,Cuttack,Locality_490,Apartment,3,789,487.36,0.62,2002,Semi-furnished,0,28,23,8,1,Low,Yes,Yes,"Playground, Gym",North,Broker,Ready_to_Move
234909,Punjab,Amritsar,Locality_256,Apartment,5,1116,173.18,0.16,2023,Unfurnished,9,16,2,8,5,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",North,Builder,Ready_to_Move
234910,Bihar,Gaya,Locality_144,Independent House,5,1623,184.39,0.11,1997,Furnished,28,3,28,6,10,Low,No,No,Clubhouse,East,Broker,Under_Construction
234911,Uttarakhand,Haridwar,Locality_320,Apartment,3,934,200.64,0.21,1992,Semi-furnished,12,28,33,6,7,High,Yes,Yes,"Pool, Garden, Playground",East,Builder,Under_Construction
234912,Punjab,Ludhiana,Locality_247,Villa,3,2389,446.08,0.19,2006,Semi-furnished,8,26,19,4,1,High,Yes,No,"Garden, Gym, Playground, Clubhouse, Pool",South,Broker,Ready_to_Move
234913,Uttar Pradesh,Lucknow,Locality_204,Independent House,5,640,398.9,0.62,2018,Furnished,17,23,7,8,8,Medium,Yes,Yes,Clubhouse,East,Owner,Ready_to_Move
234914,Jharkhand,Jamshedpur,Locality_450,Villa,3,2982,155.48,0.05,2004,Furnished,28,9,21,4,2,Medium,Yes,No,Pool,South,Broker,Ready_to_Move
234915,Delhi,Dwarka,Locality_382,Independent House,2,2542,47.86,0.02,2006,Furnished,6,1,19,7,6,High,Yes,Yes,"Clubhouse, Gym, Playground, Pool",North,Owner,Ready_to_Move
234916,Chhattisgarh,Bilaspur,Locality_93,Independent House,5,1660,261.22,0.16,1992,Semi-furnished,1,14,33,2,1,Medium,No,No,"Garden, Clubhouse, Pool, Playground",North,Broker,Ready_to_Move
234917,Uttarakhand,Dehradun,Locality_92,Apartment,1,4045,28.51,0.01,2008,Semi-furnished,22,30,17,6,6,Low,No,No,"Playground, Garden, Clubhouse, Gym, Pool",South,Builder,Under_Construction
234918,Jharkhand,Ranchi,Locality_156,Villa,1,3095,84.75,0.03,2023,Furnished,17,12,2,3,7,High,No,Yes,Garden,North,Owner,Under_Construction
234919,Kerala,Kochi,Locality_424,Apartment,2,1294,45.41,0.04,1996,Furnished,4,9,29,7,10,High,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",South,Owner,Under_Construction
234920,Andhra Pradesh,Vishakhapatnam,Locality_39,Independent House,4,4771,217.32,0.05,2011,Semi-furnished,14,21,14,4,3,Low,No,Yes,"Gym, Playground, Garden",East,Broker,Ready_to_Move
234921,Bihar,Patna,Locality_78,Independent House,5,3132,342.38,0.11,1992,Unfurnished,26,21,33,7,6,High,No,No,"Playground, Clubhouse, Pool, Gym, Garden",North,Owner,Ready_to_Move
234922,Karnataka,Mangalore,Locality_27,Villa,2,2521,413.44,0.16,1997,Unfurnished,29,30,28,5,6,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move
234923,Rajasthan,Jodhpur,Locality_56,Independent House,3,1638,181.23,0.11,2002,Furnished,20,11,23,6,4,High,No,No,"Playground, Clubhouse, Pool, Garden, Gym",West,Builder,Ready_to_Move
234924,Andhra Pradesh,Vishakhapatnam,Locality_82,Villa,1,4636,485.08,0.1,2011,Furnished,2,23,14,7,9,Medium,No,No,"Pool, Playground, Clubhouse, Gym",North,Owner,Ready_to_Move
234925,West Bengal,Durgapur,Locality_166,Independent House,5,2007,344.79,0.17,1998,Furnished,5,7,27,9,5,High,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",East,Owner,Under_Construction
234926,Chhattisgarh,Raipur,Locality_55,Apartment,1,4460,443.66,0.1,2001,Semi-furnished,12,5,24,3,3,Low,No,Yes,"Playground, Clubhouse, Garden, Pool",North,Broker,Under_Construction
234927,Chhattisgarh,Bilaspur,Locality_310,Villa,2,2475,167.61,0.07,2012,Unfurnished,18,8,13,4,6,High,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction
234928,Punjab,Ludhiana,Locality_479,Apartment,1,4280,20.94,0.0,2020,Furnished,2,29,5,1,6,Low,Yes,Yes,Playground,North,Owner,Under_Construction
234929,Haryana,Faridabad,Locality_82,Independent House,5,852,207.83,0.24,2005,Semi-furnished,11,10,20,1,4,Medium,No,No,Clubhouse,South,Owner,Under_Construction
234930,Rajasthan,Jaipur,Locality_89,Villa,5,2610,187.86,0.07,1998,Unfurnished,15,22,27,10,8,Low,Yes,Yes,"Playground, Pool",North,Broker,Ready_to_Move
234931,Uttarakhand,Dehradun,Locality_309,Independent House,5,2534,249.0,0.1,2001,Semi-furnished,8,21,24,9,1,Medium,Yes,Yes,"Playground, Pool, Gym",North,Owner,Under_Construction
234932,Kerala,Kochi,Locality_304,Villa,3,3340,298.94,0.09,2003,Semi-furnished,16,3,22,6,2,Medium,No,Yes,"Clubhouse, Playground, Garden, Gym",North,Owner,Under_Construction
234933,Haryana,Faridabad,Locality_249,Apartment,2,4575,438.51,0.1,2008,Semi-furnished,4,5,17,10,1,High,No,No,"Clubhouse, Gym, Garden, Pool",South,Broker,Ready_to_Move
234934,Madhya Pradesh,Indore,Locality_478,Apartment,3,3834,373.85,0.1,2009,Semi-furnished,7,4,16,9,10,Medium,Yes,Yes,"Clubhouse, Gym, Playground, Pool",North,Builder,Ready_to_Move
234935,Kerala,Kochi,Locality_445,Villa,4,3555,66.06,0.02,1990,Semi-furnished,2,26,35,4,2,Medium,No,Yes,"Gym, Clubhouse, Garden, Playground",East,Broker,Under_Construction
234936,Telangana,Hyderabad,Locality_415,Villa,3,3193,187.37,0.06,2003,Furnished,29,23,22,4,3,Medium,No,No,"Garden, Gym, Playground",East,Builder,Under_Construction
234937,Odisha,Cuttack,Locality_203,Apartment,2,2623,440.45,0.17,1991,Unfurnished,4,27,34,5,7,Medium,Yes,Yes,"Playground, Clubhouse",North,Owner,Ready_to_Move
234938,Punjab,Amritsar,Locality_62,Independent House,2,2382,418.89,0.18,1997,Unfurnished,16,4,28,1,2,High,Yes,No,Gym,East,Broker,Under_Construction
234939,Madhya Pradesh,Bhopal,Locality_127,Independent House,1,3771,284.73,0.08,1995,Unfurnished,12,5,30,7,6,High,Yes,No,"Garden, Gym",North,Builder,Under_Construction
234940,Andhra Pradesh,Vijayawada,Locality_37,Apartment,3,3528,224.16,0.06,2021,Furnished,5,24,4,10,4,Medium,Yes,No,"Garden, Playground",South,Broker,Under_Construction
234941,Gujarat,Surat,Locality_248,Independent House,5,4530,244.33,0.05,2000,Unfurnished,19,7,25,10,7,High,No,No,"Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction
234942,Tamil Nadu,Chennai,Locality_16,Apartment,2,2061,448.8,0.22,2022,Furnished,22,16,3,1,7,Low,No,Yes,"Pool, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move
234943,Bihar,Patna,Locality_241,Apartment,1,1040,119.79,0.12,1998,Furnished,14,26,27,3,10,Low,Yes,No,"Playground, Clubhouse, Gym",West,Owner,Ready_to_Move
234944,Telangana,Warangal,Locality_339,Villa,3,3084,313.97,0.1,1994,Semi-furnished,29,9,31,10,2,High,No,No,"Clubhouse, Playground",West,Owner,Ready_to_Move
234945,Haryana,Gurgaon,Locality_178,Independent House,2,4905,393.01,0.08,1993,Unfurnished,2,21,32,7,8,Medium,Yes,No,"Playground, Clubhouse, Pool, Garden, Gym",North,Owner,Under_Construction
234946,Uttar Pradesh,Lucknow,Locality_130,Independent House,3,1317,234.99,0.18,2007,Unfurnished,28,25,18,2,10,Medium,Yes,Yes,"Garden, Clubhouse",East,Broker,Under_Construction
234947,Uttarakhand,Dehradun,Locality_272,Independent House,3,4019,461.79,0.11,2022,Furnished,28,28,3,9,9,High,Yes,No,"Gym, Clubhouse, Pool",South,Builder,Under_Construction
234948,Telangana,Warangal,Locality_293,Villa,2,4467,363.59,0.08,1996,Unfurnished,16,10,29,1,5,Low,No,No,"Pool, Gym, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move
234949,Uttarakhand,Haridwar,Locality_66,Independent House,4,1690,31.81,0.02,2020,Unfurnished,7,17,5,8,1,Low,Yes,No,"Garden, Playground",East,Builder,Under_Construction
234950,Chhattisgarh,Bilaspur,Locality_152,Apartment,3,2865,130.75,0.05,1993,Unfurnished,22,24,32,9,7,Medium,Yes,No,Pool,South,Owner,Under_Construction
234951,West Bengal,Kolkata,Locality_155,Independent House,3,2501,224.6,0.09,2017,Semi-furnished,3,11,8,9,7,High,No,No,"Garden, Playground, Clubhouse, Gym, Pool",South,Owner,Under_Construction
234952,West Bengal,Durgapur,Locality_258,Villa,3,3824,100.68,0.03,2007,Semi-furnished,8,11,18,2,4,Medium,No,No,"Garden, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move
